id	reads	len	cov
SRR413771_C857642	4517	14594	30.95
SRR5935893_C504546	616	1990	30.95
SRR5950571_C416407	2593	8375	30.96
SRR5950752_C615949	2886	9318	30.97
SRS019161_WUGC_scaffold_67355	1967	6348	30.98
SRR5946651_C494541	661	2132	31.00
SRR5935823_C262669	5593	18031	31.01
SRR5935897_C842083	4176	13461	31.02
SRR5947074_C353609	1666	5369	31.02
SRR5950755_C456226	753	2427	31.02
SRS050925_LANL_scaffold_16337	16636	53622	31.02
SRR5935892_C151956	2517	8107	31.04
SRR341662_C789129	6073	19548	31.06
SRR413597_scaffold25775	31425	101150	31.06
SRR5950566_C524407	1455	4682	31.07
SRS016335_WUGC_scaffold_42665	14630	47064	31.08
SRR5946844_C261901	3784	12167	31.10
C234852	568	1825	31.12
SRR5936107_C459852	9130	29312	31.14
SRR413745_C896809	4226	13564	31.15
SRR413686_C1093261	312	1001	31.16
SRR5936104_C540923	3519	11292	31.16
SRR5946919_C486465	537	1723	31.16
SRR5946768_C378147	2506	8037	31.18
SRR5946866_C459426	837	2683	31.19
SRR5946890_C373619	4176	13386	31.19
SRR5950605_C731674	9985	31999	31.20
SRS012273_Baylor_scaffold_32383	249	797	31.24
SRR5946731_C446816	1807	5778	31.27
SRR5950495_C306928	18702	59803	31.27
SRS014459_WUGC_scaffold_39996	1320	4220	31.27
C2391720	5799	18534	31.28
SRR341667_C785987	602	1924	31.28
SRR5935904_C340418	884	2826	31.28
C3552504	154	492	31.30
SRR5935838_C393688	981	3129	31.35
SRR5936012_C402919	1581	5042	31.35
SRR341658_C814710	744	2371	31.37
SRR5936139_C105191	13029	41529	31.37
SRR5950782_C484654	5119	16303	31.39
SRR5946993_C668557	8128	25878	31.40
SRR5946754_C196320	822	2617	31.41
SRR5947029_C179095	2516	8010	31.41
SRS015217_WUGC_scaffold_37757	754	2400	31.41
SRR341702_C964854	2278	7249	31.42
SRS056622_LANL_scaffold_37409	14805	47105	31.42
SRR5936005_C420402	1474	4686	31.45
SRR5936134_C625984	15491	49227	31.46
SRS062427_LANL_scaffold_3068	1294	4112	31.46
SRR5947017_C600682	3838	12195	31.47
SRR413644_C871743	409	1299	31.48
SRR413678_scaffold89029	15708	49889	31.48
SRR5936039_C375143	12330	39167	31.48
SRR5946695_C804835	550	1747	31.48
SRR413723_C686953	5560	17656	31.49
SRR5946688_C602665	2782	8819	31.54
SRS051031_LANL_scaffold_4812	2167	6866	31.56
SRS051031_LANL_scaffold_8810	32781	103830	31.57
C2634073	2068	6548	31.58
SRR5935955_C235506	15072	47719	31.58
SRR5936000_C323887	1418	4490	31.58
SRS024435_LANL_scaffold_9523	809	2561	31.58
SRR5947081_C566181	550	1741	31.59
SRS015782_WUGC_scaffold_41587	3657	11571	31.60
SRR5947043_C406959	1105	3494	31.62
SRR5936139_C104779	1477	4666	31.65
SRS015374_WUGC_scaffold_5790	2189	6915	31.65
SRS023914_Baylor_scaffold_14263	3234	10209	31.67
SRR5950610_C193518	510	1608	31.71
SRR5950685_C217478	1395	4397	31.72
C3399464	265	835	31.73
SRR5936233_C497532	673	2118	31.77
SRR5946843_C624019	1508	4743	31.79
C3141089	583	1833	31.80
SRS019582_WUGC_scaffold_25599	16868	53040	31.80
SRR5946803_C451752	585	1839	31.81
C1905524	2300	7226	31.82
SRR413723_C686915	5389	16924	31.84
SRR5946910_C622791	1092	3429	31.84
SRR5935759_C252538	474	1488	31.85
SRS056259_LANL_scaffold_14848	2848	8941	31.85
SRR413644_C897582	18358	57603	31.86
SRR413676_scaffold58890	2012	6314	31.86
SRR5935993_C425752	7223	22657	31.87
SRR5936178_C312017	592	1857	31.87
SRR5950679_C402488	16630	52166	31.87
SRR413683_scaffold32818	22954	71980	31.88
SRR5946975_C646123	3404	10675	31.88
SRR5950704_C583537	14619	45830	31.89
SRR413575_scaffold2545	12554	39353	31.90
SRR413653_C843480	31379	98322	31.91
SRR5950674_C417476	401	1256	31.92
SRR413679_C1075625	1523	4769	31.93
SRR5936139_C105189	13186	41292	31.93
SRR5935862_C488226	17505	54778	31.95
SRR5936220_C637772	1012	3164	31.98
SRR5946776_C1072226	5797	18112	32.00
SRS043411_WUGC_scaffold_8279	17118	53482	32.00
SRR5950551_C419830	4267	13324	32.02
SRR5950784_C555120	715	2230	32.06
SRR5950716_C262994	17594	54800	32.10
SRR413587_C426050	5299	16501	32.11
SRR5935857_C522629	1143	3559	32.11
C2828507	380	1183	32.12
SRR5946840_C311494	4863	15134	32.13
SRR5935830_C415659	1510	4698	32.14
SRR5946953_C509854	1275	3965	32.15
SRS049959_WUGC_scaffold_51619	3498	10879	32.15
C2499098	4210	13088	32.16
SRR5935746_C364755	1180	3668	32.17
SRS048164_WUGC_scaffold_42030	2241	6966	32.17
SRR5950744_C402771	5864	18219	32.18
C2396067	1394	4330	32.19
SRR341721_scaffold42388	677	2103	32.19
SRR5947025_C356293	1559	4842	32.19
SRR5950686_C721974	679	2109	32.19
SRR5946858_C397863	1589	4934	32.20
SRR5946629_C259421	8053	24999	32.21
SRR5950513_C381880	655	2033	32.21
SRR413715_scaffold26738	2146	6657	32.23
SRR5936135_C609397	406	1259	32.24
SRR5936217_C574250	1626	5042	32.24
SRR413644_scaffold42259	3368	10442	32.25
SRR5950547_C510043	3545	10984	32.27
SRS064557_LANL_scaffold_6895	11436	35437	32.27
SRR5946838_C420288	1088	3369	32.29
SRR5962888_C341305	3253	10073	32.29
C3412471	751	2325	32.30
SRR5935993_C425872	14787	45758	32.31
SRR5947104_C506229	9674	29932	32.31
SRR5935768_C776873	9325	28845	32.32
SRS024132_Baylor_scaffold_31834	2475	7656	32.32
SRS015190_WUGC_scaffold_9329	1538	4757	32.33
SRR5950583_C413359	11053	34158	32.35
SRR5935803_C781030	2915	9007	32.36
SRR5946723_C434815	1166	3600	32.38
SRR5946933_C296694	8027	24785	32.38
SRR5946933_C296524	4200	12966	32.39
SRR5947091_C244449	4150	12812	32.39
SRR5946654_C369147	1634	5042	32.40
SRR5950511_C629162	3325	10262	32.40
SRR341670_C1286874	1773	5466	32.43
SRR5962899_C428205	1420	4376	32.44
SRR5935766_C417386	442	1361	32.47
SRR5950498_C443214	3091	9503	32.52
SRR413736_C627638	2423	7446	32.54
SRR5946715_C217725	941	2891	32.54
SRR5950673_C663228	12658	38890	32.54
SRS016018_WUGC_scaffold_4418	14193	43571	32.57
SRR5935762_C466747	1573	4828	32.58
SRR413736_C629476	3962	12157	32.59
SRR5935994_C427746	534	1637	32.62
SRS064423_LANL_scaffold_46697	5137	15748	32.62
SRR5946722_C412594	433	1326	32.65
SRR5950680_C553651	5632	17246	32.65
SRS015133_WUGC_scaffold_7820	1161	3554	32.66
SRS024331_LANL_scaffold_38144	682	2088	32.66
SRS013951_WUGC_scaffold_21207	1422	4349	32.69
SRR413583_C874585	24971	76285	32.73
SRR5935816_C346032	339	1034	32.78
SRS017191_Baylor_scaffold_22494	2002	6095	32.84
SRR5935758_C414594	1925	5859	32.85
SRR5946910_C627199	6043	18388	32.86
SRR5950690_C386877	8969	27279	32.87
SRR5935930_C389484	17406	52927	32.88
SRR413659_scaffold17726	3928	11942	32.89
SRS048870_WUGC_scaffold_26562	26863	81586	32.92
C2787862	772	2344	32.93
SRR5950739_C352005	5809	17633	32.94
SRS015782_WUGC_scaffold_7515	428	1299	32.94
SRS011239_Baylor_scaffold_20665	8008	24280	32.98
C2385208	6075	18383	33.04
SRR5935945_C359411	1450	4388	33.04
SRS014923_WUGC_scaffold_59580	5649	17093	33.04
SRS018817_WUGC_scaffold_27945	1462	4424	33.04
SRR5950748_C457272	3667	11093	33.05
SRR5936176_C326033	5388	16295	33.06
SRR5946798_C439980	5364	16221	33.06
SRR5935834_C610820	7499	22666	33.08
SRS043411_WUGC_scaffold_42074	22864	69102	33.08
SRR413700_C783182	5772	17439	33.09
SRR5950784_C557922	1167	3526	33.09
SRR5935995_C568514	3662	11060	33.11
SRR413572_C826297	1884	5682	33.15
SRR5936196_C247661	6462	19493	33.15
SRR5946803_C446546	384	1158	33.16
SRR5946961_C414590	1479	4460	33.16
SRR5950788_C397511	2821	8506	33.16
SRR5936070_C334165	1364	4112	33.17
SRR5950778_C450754	646	1947	33.17
SRR5950793_C310352	1217	3668	33.17
SRR5946667_C464331	530	1597	33.18
SRR5947036_C220949	768	2314	33.18
SRR5946621_C518522	4183	12600	33.19
SRS056259_LANL_scaffold_10150	21537	64842	33.21
SRS045127_LANL_scaffold_26905	1020	3066	33.26
SRR5950599_C724672	493	1481	33.28
SRR5935822_C420563	1654	4967	33.29
SRR5950589_C602143	2585	7764	33.29
SRR5946980_C345559	3186	9561	33.32
SRR5936145_C400341	798	2394	33.33
SRR413572_C824785	1465	4393	33.34
SRR5946992_C326171	2243	6725	33.35
SRR5947000_C461726	2432	7287	33.37
C2384524	3013	9025	33.38
SRR5935957_C633667	1688	5056	33.38
SRS064276_LANL_scaffold_36918	20317	60853	33.38
SRR5936174_C454413	1542	4617	33.39
SRR5946766_C366322	10109	30251	33.41
SRR5947097_C506516	2196	6567	33.43
SRR5936201_C640464	1463	4374	33.44
C3916493	1804	5392	33.45
SRR5935897_C842189	6132	18326	33.46
SRR5935994_C424798	439	1312	33.46
SRR5935900_C338963	1465	4374	33.49
SRS017821_Baylor_scaffold_23376	2916	8705	33.49
SRR341670_C1288660	2728	8143	33.50
SRR5946751_C472951	1448	4321	33.51
SRR5947030_C369826	300	895	33.51
SRR5946673_C167916	12716	37925	33.52
SRR413732_scaffold41139	38677	115324	33.53
SRR5936237_C131418	1573	4688	33.55
SRR5935979_C255876	2397	7140	33.57
SRS011134_Baylor_scaffold_30179	3239	9644	33.58
SRR5947017_C600710	4226	12578	33.59
SRR5950566_C524227	1478	4398	33.60
SRR413610_C485311	17741	52780	33.61
SRR5946625_C570791	3806	11321	33.61
SRR5935957_C634809	6681	19872	33.62
SRR5946750_C558394	10383	30878	33.62
SRR5950736_C547980	802	2385	33.62
SRS016335_WUGC_scaffold_38244	9126	27126	33.64
SRS050422_LANL_scaffold_32447	11435	33942	33.68
SRS023526_Baylor_scaffold_30045	4812	14282	33.69
SRR5935969_C503585	6347	18824	33.71
SRR5936081_C425962	12358	36646	33.72
SRR5936168_C416888	778	2307	33.72
SRR413687_C458874	3708	10993	33.73
SRR5950765_C226297	4166	12347	33.74
SRS015794_Baylor_scaffold_4524	3782	11200	33.76
C3074902	436	1290	33.79
SRS022713_LANL_scaffold_27660	10855	32119	33.79
SRR5950752_C616727	8367	24740	33.81
SRR5946756_C545558	4504	13307	33.84
SRR413560_C774509	19010	56141	33.86
SRR5946957_C344152	7141	21074	33.88
SRR5950531_C724460	4574	13495	33.89
SRR5950602_C265753	1244	3670	33.89
C4894891	942	2778	33.90
SRR5936183_C518904	4343	12804	33.91
SRR5936176_C323379	1366	4026	33.92
SRR5946659_C371764	724	2134	33.92
SRR5950716_C262720	4512	13295	33.93
SRR413718_scaffold56834	3379	9953	33.94
C1819003	869	2556	33.99
SRR5935982_C330057	7974	23447	34.00
SRR5935876_C444315	10290	30236	34.03
SRR5936151_C298720	8520	25017	34.05
SRR5936006_C445603	5180	15207	34.06
SRR5950491_C600836	835	2451	34.06
SRR5946839_C313246	2834	8316	34.07
SRR5946902_C393639	4150	12174	34.08
SRR5936009_C321341	2447	7174	34.10
SRR5946613_C567614	6444	18881	34.12
SRR5946675_C546675	572	1676	34.12
C4249736	855	2505	34.13
SRR5936218_C181906	664	1945	34.13
SRS045713_WUGC_scaffold_37814	740	2168	34.13
SRR5950716_C262774	5050	14787	34.15
SRR5935827_C499653	1693	4948	34.21
SRS024331_LANL_scaffold_34413	453	1324	34.21
SRS042284_WUGC_scaffold_21230	741	2165	34.22
SRR413576_scaffold31470	7431	21708	34.23
SRR5946997_C512731	935	2730	34.24
SRS050925_LANL_scaffold_5503	12968	37864	34.24
SRR5936237_C131788	3182	9289	34.25
SRS013158_Baylor_scaffold_1547	8078	23580	34.25
SRR413736_C631178	15664	45713	34.26
SRR413769_C560964	20530	59908	34.26
SRS015133_WUGC_scaffold_33140	5388	15722	34.27
SRS056259_LANL_scaffold_4306	2252	6568	34.28
SRR341585_scaffold56202	1635	4767	34.29
SRR5946626_C1037026	4906	14306	34.29
SRS019267_WUGC_scaffold_17819	7863	22922	34.30
SRS016335_WUGC_scaffold_45146	3698	10773	34.32
SRR5950566_C524781	1802	5247	34.34
SRR341618_scaffold46682	8819	25657	34.37
SRR5946878_C347005	468	1361	34.38
SRS011586_WUGC_scaffold_34656	4083	11866	34.40
SRR5936204_C552643	4398	12780	34.41
SRS015065_WUGC_scaffold_28410	415	1205	34.43
SRS017247_LANL_scaffold_5408	3622	10514	34.44
C2823580	1012	2937	34.45
SRR5946793_C547980	1350	3916	34.47
SRR5946652_C601806	9798	28409	34.48
SRS058723_Baylor_scaffold_12543	2593	7520	34.48
SRR5936212_C564447	822	2382	34.50
SRR5946635_C563958	12400	35938	34.50
SRR5946895_C308264	1110	3210	34.57
SRS013951_WUGC_scaffold_62110	21251	61456	34.57
SRS078176_LANL_scaffold_28758	3530	10206	34.58
SRR5936106_C592742	6777	19590	34.59
SRR5950692_C413607	3664	10592	34.59
SRR5950786_C262184	9525	27529	34.59
C2416152	279	806	34.61
C4880768	506	1461	34.63
SRR413586_C1343174	908	2621	34.64
SRR5936224_C393970	7768	22419	34.64
SRS024331_LANL_scaffold_49814	1400	4041	34.64
SRR5950716_C262688	4354	12564	34.65
SRR5950656_C608273	16429	47366	34.68
SRR5950755_C457952	4116	11865	34.69
SRR5946932_C303450	833	2400	34.70
SRR5950663_C354595	1177	3390	34.71
SRS015578_WUGC_scaffold_51233	2751	7916	34.75
SRR5946613_C567842	10390	29874	34.77
SRS063985_LANL_scaffold_55161	10147	29170	34.78
SRR5950639_C746045	5904	16967	34.79
SRR413727_scaffold49499	1035	2973	34.81
SRR5935924_C327729	604	1735	34.81
SRR5936143_C691172	3063	8795	34.82
SRR5936185_C612215	1283	3681	34.85
SRR5950705_C303133	1896	5440	34.85
SRS019685_WUGC_scaffold_53927	416	1193	34.87
SRR5950547_C507447	908	2602	34.89
SRR5946993_C667383	2969	8507	34.90
SRS019161_WUGC_scaffold_65569	5306	15190	34.93
SRR5935976_C417303	2453	7019	34.94
SRS049164_WUGC_scaffold_38230	5903	16888	34.95
SRR5936120_C418960	4405	12599	34.96
SRR5946713_C386072	3937	11259	34.96
SRR341670_C1279940	959	2741	34.98
SRR5946995_C411899	5403	15440	34.99
SRR5936014_C464718	1662	4748	35.00
SRR5946692_C811321	578	1651	35.00
SRR5950543_C300307	9258	26445	35.00
SRR5950503_C600443	6801	19424	35.01
SRR5950605_C730232	3747	10699	35.02
SRS016541_Baylor_scaffold_14506	21331	60865	35.04
SRR5936093_C162296	3391	9670	35.06
SRR5936149_C454023	10086	28750	35.08
SRR5946827_C425931	11893	33891	35.09
SRR5946756_C542866	953	2715	35.10
SRR5946791_C955779	4339	12350	35.13
SRS014235_WUGC_scaffold_9135	3100	8811	35.18
SRR5950664_C452200	1509	4287	35.19
SRR5946673_C166462	640	1818	35.20
SRR5936009_C322353	6200	17595	35.23
SRR5946912_C125633	2399	6807	35.24
SRR341679_C724924	413	1171	35.26
SRR5946612_C431090	12583	35685	35.26
SRR5946732_C417018	732	2076	35.26
SRR5950793_C312964	4766	13515	35.26
SRR5950593_C311427	554	1570	35.28
SRR5946918_C620537	1261	3573	35.29
SRR5946993_C663243	1239	3508	35.31
SRR5946763_C406332	408	1154	35.35
SRR5935807_C710012	1291	3649	35.37
SRR5950644_C401989	987	2789	35.38
SRR5935869_C647391	762	2153	35.39
SRS042131_WUGC_scaffold_61116	16509	46588	35.43
SRS047014_WUGC_scaffold_71866	1982	5592	35.44
SRR413598_C1068954	8555	24124	35.46
SRR5935928_C591462	2749	7749	35.47
SRR5936237_C131874	3919	11048	35.47
SRR5950678_C536132	21777	61369	35.48
SRR5946871_C410075	3170	8928	35.50
SRR5946879_C271203	1230	3463	35.51
SRR341688_C523549	4044	11384	35.52
SRR5950505_C224676	5166	14539	35.53
SRR5963914_C154899	482	1356	35.54
SRS015782_WUGC_scaffold_40418	745	2093	35.59
SRR413587_C424306	3205	9002	35.60
SRR5946933_C293606	893	2508	35.60
SRR413685_C512478	4098	11507	35.61
SRR5935816_C361366	2214	6217	35.61
SRR5936197_C584939	1296	3639	35.61
SRR341698_C647352	495	1389	35.63
SRR5936106_C592626	4419	12400	35.63
SRR5950737_C235162	14090	39525	35.64
SRR341675_C777129	5377	15074	35.67
SRR413729_C817354	11497	32212	35.69
SRR5935745_C461290	2300	6443	35.69
SRS011271_WUGC_scaffold_40423	1630	4563	35.72
SRR5947089_C470687	759	2124	35.73
SRR5950539_C238554	4807	13449	35.74
SRR5935885_C618736	840	2349	35.75
SRS049995_LANL_scaffold_14635	3198	8937	35.78
SRR341717_C475629	1535	4286	35.81
SRR5935979_C257398	8888	24810	35.82
SRR5950788_C396619	1732	4833	35.83
SRS011271_WUGC_scaffold_27937	1819	5076	35.83
SRS023526_Baylor_scaffold_35880	6108	17044	35.83
SRS050925_LANL_scaffold_23304	1238	3455	35.83
SRR5950667_C427536	9264	25826	35.87
SRS019601_WUGC_scaffold_37412	461	1285	35.87
SRS019910_WUGC_scaffold_60387	820	2284	35.90
SRR5946630_C513720	1707	4752	35.92
SRR5962884_C360318	1318	3669	35.92
SRR5946823_C709259	735	2043	35.97
SRR5946908_C450844	1546	4297	35.97
SRR5950506_C374249	1741	4837	35.99
SRR5935845_C461620	740	2055	36.00
SRR5947082_C685769	1463	4059	36.04
SRR413741_scaffold20172	1991	5522	36.05
SRR5935958_C392541	4954	13742	36.05
SRR5950665_C221392	1874	5197	36.05
SRR5950594_C469281	4675	12964	36.06
SRR5950680_C545003	1059	2935	36.08
SRR5946955_C644153	4383	12139	36.10
SRR413619_C794571	20122	55722	36.11
SRR5946724_C439874	1788	4949	36.12
SRR5946853_C127649	4821	13347	36.12
SRS015960_WUGC_scaffold_28343	676	1870	36.14
C4259500	1164	3219	36.16
SRR5950505_C225062	10190	28157	36.18
SRR341670_C1289132	3412	9426	36.19
SRR413712_C553543	7299	20166	36.19
SRR5947104_C505519	3091	8534	36.21
C2382976	2136	5897	36.22
SRR413570_C590995	13337	36820	36.22
SRS024435_LANL_scaffold_20540	675	1863	36.23
SRR341656_C643291	777	2144	36.24
SRR5935943_C154240	1734	4784	36.24
SRR5935795_C452906	5369	14809	36.25
SRR5946894_C285113	1719	4741	36.25
SRR5935740_C663036	534	1472	36.27
SRS023526_Baylor_scaffold_34678	438	1206	36.31
SRR413586_C1349108	1625	4474	36.32
SRR413714_C1495434	916	2522	36.32
SRR413674_C489827	2363	6500	36.35
SRS019045_WUGC_scaffold_59458	3712	10210	36.35
SRS016335_WUGC_scaffold_32876	7854	21596	36.36
SRS063985_LANL_scaffold_25162	1787	4911	36.38
SRR5935880_C649589	9591	26348	36.40
SRR5950689_C474206	1435	3941	36.41
SRR413603_scaffold29544	17090	46918	36.42
SRS013951_WUGC_scaffold_37798	20293	55714	36.42
SRR5950690_C384981	1482	4067	36.43
SRS016203_WUGC_scaffold_10696	599	1642	36.47
SRR413694_C616934	2683	7354	36.48
SRR341665_C585813	7821	21433	36.49
SRR5935772_C584015	13021	35657	36.51
SRR341670_C1290198	5894	16131	36.53
SRR5935862_C483872	1125	3078	36.54
SRR5946833_C370749	784	2145	36.55
SRS018739_WUGC_scaffold_59882	1647	4506	36.55
SRR341710_C790246	1907	5216	36.56
SRR5947087_C470512	3267	8935	36.56
SRS014235_WUGC_scaffold_45837	4056	11092	36.56
SRR5946912_C127637	21121	57747	36.57
SRR5950605_C729340	3002	8197	36.62
SRR5936158_C529594	1348	3680	36.63
SRR5950572_C710404	832	2271	36.63
SRR5946822_C131699	1435	3916	36.64
SRR5935919_C427528	14252	38880	36.65
SRR5946843_C613127	544	1484	36.65
SRR5946759_C637773	1345	3668	36.66
SRR5936037_C597180	7797	21247	36.69
SRS054956_LANL_scaffold_38823	16446	44811	36.70
SRR5950731_C564612	548	1492	36.72
SRR5935885_C623082	1923	5232	36.75
SRR5946877_C359563	1610	4376	36.79
SRR5947001_C248846	1618	4397	36.79
SRR5950534_C285263	837	2275	36.79
SRS015960_WUGC_scaffold_32057	12708	34536	36.79
SRS018656_WUGC_scaffold_9190	4171	11332	36.80
SRR5936040_C558855	3054	8295	36.81
SRR5946756_C545794	8064	21903	36.81
SRR5946933_C295020	1495	4061	36.81
SRR5950610_C192604	490	1331	36.81
SRS015264_WUGC_scaffold_66109	17512	47551	36.82
SRR413598_scaffold3472	3654	9909	36.87
SRR5935790_C545647	1353	3668	36.88
SRR413619_C794131	8313	22528	36.90
SRR5935841_C217159	650	1761	36.91
SRR5946875_C462990	9157	24799	36.92
SRR5935895_C561215	4695	12707	36.94
SRR5935994_C433288	1596	4320	36.94
SRS049995_LANL_scaffold_19911	2355	6374	36.94
SRR5962908_C425760	4090	11056	36.99
SRR5935990_C261991	1449	3916	37.00
SRR5935999_C418886	4169	11259	37.02
SRR5946746_C394245	6133	16547	37.06
SRR5935823_C261523	3415	9211	37.07
C2059082	968	2608	37.11
SRR5950579_C199892	15837	42668	37.11
SRR5936121_C552520	529	1425	37.12
SRR5936224_C393162	3424	9206	37.19
SRR5946706_C479091	764	2054	37.19
SRR5950575_C493662	732	1968	37.19
SRR5950534_C283585	660	1774	37.20
SRS014923_WUGC_scaffold_43791	1882	5058	37.20
SRR5935741_C455787	479	1287	37.21
SRR5935985_C382744	12870	34572	37.22
SRR5946710_C329118	1842	4948	37.22
SRR5946654_C370271	5482	14717	37.24
SRS019379_WUGC_scaffold_77	7341	19710	37.24
SRR413679_C1076631	2038	5468	37.27
SRR5946839_C314924	9439	25292	37.32
SRS015217_WUGC_scaffold_23239	18484	49517	37.32
SRR413642_C490453	10390	27805	37.36
SRR341618_scaffold31519	8109	21688	37.38
SRS051882_Baylor_scaffold_1844	12073	32271	37.41
SRR413676_scaffold58988	2806	7497	37.42
SRR5950739_C344789	769	2055	37.42
SRR5936040_C558549	2454	6555	37.43
SRR5946745_C429063	7435	19849	37.45
SRR5935987_C322379	2335	6233	37.46
SRR413678_C1671538	14531	38710	37.53
SRR5946803_C452816	815	2171	37.54
SRR5936064_C390597	1068	2843	37.56
SRR5962898_C390599	1068	2843	37.56
SRR413619_C789707	1842	4902	37.57
SRR5946695_C812917	4015	10675	37.61
SRR5950783_C445911	515	1369	37.61
SRR5935969_C501109	1483	3941	37.63
SRR5936093_C161152	2008	5336	37.63
SRR5936024_C449385	5153	13689	37.64
SRR5946637_C688160	13261	35229	37.64
SRR5936171_C676029	7594	20144	37.69
SRR5946991_C369255	513	1361	37.69
SRS050422_LANL_scaffold_42845	8426	22331	37.73
SRR5936143_C676206	447	1184	37.75
SRR5946613_C566622	2942	7790	37.76
SRR5950618_C486370	1850	4898	37.77
SRS015217_WUGC_scaffold_25368	4345	11492	37.80
SRR5936142_C500162	945	2499	37.81
SRR5936158_C531784	4238	11207	37.81
SRR5947033_C272418	737	1949	37.81
SRR5946788_C581442	2655	7019	37.82
C3916495	2040	5392	37.83
SRR5935906_C296677	902	2384	37.83
SRR5946759_C639707	4242	11213	37.83
SRR5935850_C435710	8463	22352	37.86
SRR5947039_C523778	4252	11213	37.92
SRR413659_C792776	4633	12214	37.93
SRR413613_C929439	10377	27339	37.95
SRS017433_Baylor_scaffold_19382	14081	37052	38.00
SRR5950681_C354179	754	1983	38.02
SRR5946654_C370395	6703	17621	38.03
SRR5946884_C517096	3436	9034	38.03
SRS058723_Baylor_scaffold_14013	6080	15974	38.06
SRR5946825_C417989	1800	4724	38.10
SRR5950610_C196918	9094	23866	38.10
SRR5946890_C369465	741	1943	38.13
SRS014923_WUGC_scaffold_51122	3165	8287	38.19
SRS015578_WUGC_scaffold_29761	13322	34878	38.19
SRR5946827_C425247	4833	12646	38.21
SRR5946893_C614183	5604	14664	38.21
C2139517	379	991	38.24
SRR5950500_C434694	1504	3928	38.28
SRR413640_scaffold39796	11197	29241	38.29
SRS011586_WUGC_scaffold_10335	723	1888	38.29
SRR413663_C832691	4628	12071	38.33
SRR5946777_C787932	4988	13009	38.34
SRS019582_WUGC_scaffold_88355	3996	10413	38.37
SRR5950742_C313698	2158	5621	38.39
SRR5936010_C244410	12733	33125	38.43
SRR5936217_C575836	6776	17619	38.45
C2204032	1807	4692	38.51
SRR5936171_C674575	2117	5494	38.53
SRS019161_WUGC_scaffold_51715	13817	35847	38.54
SRR341725_C705034	3637	9423	38.59
SRR413573_C471198	22603	58553	38.60
SRS017521_Baylor_scaffold_6217	7981	20647	38.65
SRR5936043_C538520	8474	21897	38.69
SRS013170_Baylor_scaffold_12164	7746	20017	38.69
SRS048164_WUGC_scaffold_29975	5702	14736	38.69
SRR5946849_C410588	1417	3659	38.72
SRR5950765_C224847	1693	4372	38.72
SRR5935834_C609084	1694	4373	38.73
SRR413619_C791913	3169	8177	38.75
SRR5950334_C129609	660	1702	38.77
C4267244	1664	4290	38.78
SRR341657_C257402	3835	9887	38.78
SRR5946620_C237892	14272	36798	38.78
SRR5935802_C441732	1035	2668	38.79
SRR5935766_C424844	922	2375	38.82
SRR5936124_C287039	4159	10708	38.84
SRR5936012_C404453	6846	17619	38.85
SRR5947010_C373700	18360	47227	38.87
SRR341721_C660160	1475	3791	38.90
C2822214	1071	2752	38.91
SRR5936212_C565775	1111	2854	38.92
SRR5946953_C506442	770	1978	38.92
SRR5950582_C419670	7995	20538	38.92
SRS016203_WUGC_scaffold_10190	1627	4180	38.92
SRS078176_LANL_scaffold_4398	10592	27203	38.93
SRR5936000_C325291	27647	70933	38.97
SRR5946919_C476225	379	972	38.99
SRR5935874_C477444	2966	7599	39.03
SRR5946680_C271507	5751	14733	39.03
SRS050422_LANL_scaffold_54117	774	1983	39.03
SRR5950601_C477153	5753	14719	39.08
SRR5935765_C568067	3777	9657	39.11
SRR5946877_C358969	1344	3436	39.11
SRR5950558_C215727	8968	22923	39.12
C4275891	3424	8749	39.13
SRR5936195_C779400	6642	16970	39.13
SRS017821_Baylor_scaffold_7166	8031	20523	39.13
SRR5936101_C696988	3066	7832	39.14
SRR5936151_C298786	17428	44520	39.14
SRR5946918_C620807	1584	4047	39.14
SRS050925_LANL_scaffold_61112	18796	48012	39.14
SRR5946675_C550833	1543	3941	39.15
SRR5947070_C286911	1862	4754	39.16
SRR5950749_C361502	1979	5053	39.16
SRR5935790_C542107	804	2050	39.21
SRR5946640_C439779	5325	13573	39.23
SRR5947064_C269808	33379	85045	39.24
SRR5950749_C362048	3157	8039	39.27
SRR5935820_C676221	9000	22907	39.28
SRR5946911_C436048	652	1659	39.30
SRR5950497_C318379	6710	17070	39.30
SRR5946742_C477065	1442	3668	39.31
SRS065504_LANL_scaffold_54923	1522	3871	39.31
C2813404	2438	6200	39.32
SRR5947004_C674437	2328	5917	39.34
SRR5946802_C303818	6828	17349	39.35
SRS011529_WUGC_scaffold_15189	3297	8372	39.38
SRR5950491_C603984	1446	3669	39.41
SRR5946644_C453337	16770	42501	39.45
SRR5950543_C298537	2251	5705	39.45
SRR5946856_C566339	1263	3199	39.48
SRR5950628_C578579	5883	14891	39.50
SRR5946693_C354469	7676	19417	39.53
SRR5936001_C575914	1744	4410	39.54
SRS014313_WUGC_scaffold_17239	2196	5552	39.55
SRR5946814_C763811	1731	4373	39.58
SRR5950508_C290250	1453	3666	39.63
SRR5936180_C172020	8904	22457	39.64
SRR5946871_C409371	1732	4369	39.64
SRR5950694_C432141	11996	30261	39.64
SRR5935827_C499565	1876	4731	39.65
SRS011529_WUGC_scaffold_28286	1033	2604	39.66
SRR5947010_C373190	2982	7517	39.67
SRR5946999_C494645	1748	4403	39.70
SRS024549_LANL_scaffold_5988	21253	53513	39.71
