CHROMOSOME	ARM	BAND	ABERRATION	CODE	ORGAN	TOTAL_CASES	GENE	CHR_ORDER	TYPE
22	q	11	t(6;9;22)(p24;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(6;9;22)(q22;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(6;9;22)(q23;q34;q11)	1203		2		22	B
22	q	11	t(7;22)(p22;q11)	1203		5		22	B
22	q	11	t(7;22)(q22;q11)	1203		3	BCR+	22	B
22	q	11	t(7;22)(q36;q11)	1203		2		22	B
22	q	11	t(7;9;22)(p15;q34;q11)	1203		2		22	B
22	q	11	t(7;9;22)(p22;q34;q11)	1203		7	BCR/ABL1	22	B
22	q	11	t(7;9;22)(q11;q34;q11)	1203		6	BCR/ABL1	22	B
22	q	11	t(7;9;22)(q22;q34;q11)	1203		5	BCR/ABL1	22	B
22	q	11	t(7;9;22)(q32;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(7;9;22)(q35;q34;q11)	1203		2	BCR/ABL1,BCR+	22	B
22	q	11	t(7;9;22)(q36;q34;q11)	1203		3		22	B
22	q	11	t(8;22)(p11;q11)	1401		6	BCR/FGFR1	22	B
22	q	11	t(8;22)(p11;q11)	1602		3	BCR/FGFR1	22	B
22	q	11	t(8;22)(p11;q11)	1801		2		22	B
22	q	11	t(8;22)(q24;q11)	1010		2		22	B
22	q	11	t(8;22)(q24;q11)	1602		14		22	B
22	q	11	t(8;22)(q24;q11)	1702		28	IGL/MYC,MYC+	22	B
22	q	11	t(8;22)(q24;q11)	1801		24	MYC+	22	B
22	q	11	t(8;22)(q24;q11)	1802		11	MYC+	22	B
22	q	11	t(8;22)(q24;q11)	1804		3		22	B
22	q	11	t(8;22)(q24;q11)	1810		6		22	B
22	q	11	t(8;22)(q24;q11)	1820		24	IGL/MYC	22	B
22	q	11	t(8;22)(q24;q11)	1822		85	IGL/MYC,IGL/PVT1,IGL+,MYC+	22	B
22	q	11	t(8;22)(q24;q11)	2440		2		22	B
22	q	11	t(8;9;22)(p11;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(8;9;22)(p23;q34;q11)	1203		3	BCR/ABL1	22	B
22	q	11	t(8;9;22)(q21;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(8;9;22)(q22;q34;q11)	1203		6	BCR/ABL1	22	B
22	q	11	t(8;9;22)(q24;q34;q11)	1203		4		22	B
22	q	11	t(9;10;22)(q34;q22;q11)	1203		2	BCR+	22	B
22	q	11	t(9;10;22)(q34;q24;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;11;22)(q34;p15;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;11;22)(q34;q13;q11)	1203		6	BCR/ABL1,BCR+	22	B
22	q	11	t(9;12;22)(q34;p13;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;12;22)(q34;q22;q11)	1203		2		22	B
22	q	11	t(9;13;22)(q34;q13;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;13;22)(q34;q14;q11)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;14;22)(q34;q24;q11)	1203		2	BCR+	22	B
22	q	11	t(9;14;22)(q34;q32;q11)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;15;22)(q34;q15;q11)	1203		3		22	B
22	q	11	t(9;17;22)(q34;p13;q11)	1203		2		22	B
22	q	11	t(9;19;22)(q34;q13;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;21;22)(q34;q22;q11)	1203		4	BCR/ABL1	22	B
22	q	11	t(9;22;10)(q34;q11;p14)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;10)(q34;q11;p15)	1203		2		22	B
22	q	11	t(9;22;10)(q34;q11;q11)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;22;10)(q34;q11;q22)	1203		9	BCR/ABL1	22	B
22	q	11	t(9;22;11)(q34;q11;p15)	1203		2		22	B
22	q	11	t(9;22;11)(q34;q11;q12)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;11)(q34;q11;q13)	1203		18	BCR/ABL1,BCR+,GSTP1+	22	B
22	q	11	t(9;22;11)(q34;q11;q13)	1602		2	BCR/ABL1	22	B
22	q	11	t(9;22;12)(q34;q11;p13)	1203		3	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22;12)(q34;q11;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;12)(q34;q11;q13)	1203		6	BCR/ABL1	22	B
22	q	11	t(9;22;12)(q34;q11;q15)	1203		4	BCR/ABL1	22	B
22	q	11	t(9;22;12)(q34;q11;q24)	1203		13	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22;13)(q34;q11;p11)	1203		4	BCR+	22	B
22	q	11	t(9;22;13)(q34;q11;q13)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;13)(q34;q11;q14)	1203		4	BCR/ABL1	22	B
22	q	11	t(9;22;13)(q34;q11;q21)	1203		4	BCR/ABL1	22	B
22	q	11	t(9;22;14)(q34;q11;p11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;14)(q34;q11;q11)	1203		3		22	B
22	q	11	t(9;22;14)(q34;q11;q13)	1203		4	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22;14)(q34;q11;q22)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;22;14)(q34;q11;q23)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;14)(q34;q11;q24)	1203		7	BCR/ABL1	22	B
22	q	11	t(9;22;14)(q34;q11;q32)	1203		9	BCR/ABL1	22	B
22	q	11	t(9;22;15)(q34;q11;q11)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;22;15)(q34;q11;q15)	1203		7	BCR/ABL1	22	B
22	q	11	t(9;22;15)(q34;q11;q21)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;15)(q34;q11;q22)	1203		8	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22;15)(q34;q11;q24)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;22;16)(q34;q11;p13)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;16)(q34;q11;q22)	1203		2		22	B
22	q	11	t(9;22;16)(q34;q11;q24)	1203		4	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22;17)(q34;q11;p13)	1203		7	BCR/ABL1	22	B
22	q	11	t(9;22;17)(q34;q11;q21)	1203		7	BCR/ABL1	22	B
22	q	11	t(9;22;17)(q34;q11;q22)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;22;17)(q34;q11;q25)	1203		4	BCR/ABL1	22	B
22	q	11	t(9;22;19;10)(q34;q11;p13;q22)	1203		3		22	B
22	q	11	t(9;22;19)(q34;q11;p13)	1203		11	BCR/ABL1	22	B
22	q	11	t(9;22;19)(q34;q11;q13)	1203		11	BCR/ABL1	22	B
22	q	11	t(9;22;20)(q34;q11;p13)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;20)(q34;q11;q13)	1203		4	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22;21)(q34;q11;q11)	1203		2	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22;21)(q34;q11;q22)	1203		4	BCR/ABL1	22	B
22	q	11	t(9;22;22)(q34;q11;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;22;22)(q34;q11;q13)	1203		4	BCR/ABL1	22	B
22	q	11	t(9;22;9)(q34;q11;p24)	1203		2		22	B
22	q	11	t(9;22)(p24;q11)	1602		2	BCR/JAK2,CBFA2T3/GALNS,JAK2+	22	B
22	q	11	t(9;22)(q22;q11)	8625	0902	4		22	B
22	q	11	t(9;22)(q34;q11)	1010		3	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22)(q34;q11)	1020		90	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1101		70	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22)(q34;q11)	1102		11	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1103		43	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22)(q34;q11)	1104		50	BCR/ABL1,BCR+	22	B
22	q	11	t(9;22)(q34;q11)	1106		5	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1107		31	ABL1+,BCR/ABL1,BCR+	22	B
22	q	11	t(9;22)(q34;q11)	1108		2		22	B
22	q	11	t(9;22)(q34;q11)	1112		8	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1113		18	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1115		3		22	B
22	q	11	t(9;22)(q34;q11)	1202		2080	ABL1+,BCR/ABL1,BCR+,NUP214/XKR3	22	B
22	q	11	t(9;22)(q34;q11)	1203		3	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1302		2		22	B
22	q	11	t(9;22)(q34;q11)	1501		2	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1505		3	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1521		2	BCR+	22	B
22	q	11	t(9;22)(q34;q11)	1602		988	BCR/ABL1,BCR+,PRRC2B/BCR	22	B
22	q	11	t(9;22)(q34;q11)	1702		2	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1802		3		22	B
22	q	11	t(9;22)(q34;q11)	1820		3	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	1822		4	BCR/ABL1	22	B
22	q	11	t(9;22)(q34;q11)	9029		2	BCR/ABL1	22	B
22	q	11	t(9;9;22)(p13;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(9;9;22)(q22;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	11	t(X;22)(p22;q11)	1203		2		22	B
22	q	11	t(X;9;22)(p11;q34;q11)	1203		3	BCR/ABL1	22	B
22	q	11	t(X;9;22)(p22;q34;q11)	1203		2	BCR/ABL1	22	B
22	q	12	add(22)(q12)	1505		2		22	U
22	q	12	add(22)(q12)	1602		3		22	U
22	q	12	add(22)(q12)	1702		2		22	U
22	q	12	add(22)(q12)	1810		2		22	U
22	q	12	add(22)(q12)	3111	0107	2		22	U
22	q	12	add(22)(q12)	3111	0401	2		22	U
22	q	12	add(22)(q12)	8399	0107	2		22	U
22	q	12	add(22)(q12)	8710	0901	2		22	U
22	q	12	add(22)(q12)	8740	0901	5		22	U
22	q	12	add(22)(q12)	8804	0801	3		22	U
22	q	12	del(22)(q11q12)	1202		2		22	U
22	q	12	del(22)(q12)	1101		2		22	U
22	q	12	del(22)(q12)	1103		3		22	U
22	q	12	del(22)(q12)	1107		2		22	U
22	q	12	del(22)(q12)	1602		3		22	U
22	q	12	del(22)(q12)	1702		6		22	U
22	q	12	del(22)(q12)	1810		4		22	U
22	q	12	del(22)(q12)	1820		4		22	U
22	q	12	del(22)(q12)	3111	0401	4		22	U
22	q	12	del(22)(q12)	3111	0501	3		22	U
22	q	12	del(22)(q12)	3903	0601	3		22	U
22	q	12	del(22)(q12)	5104	0801	7		22	U
22	q	12	del(22)(q12)	8740	0901	9		22	U
22	q	12	del(22)(q12)	8740	0902	4		22	U
22	q	12	del(22)(q12)	8804	0801	7		22	U
22	q	12	der(11)t(11;22)(q24;q12)	8740	0901	2		22	U
22	q	12	der(1)t(1;22)(p11;q12)	8804	0801	6		22	U
22	q	12	ins(21;22)(q22;q12q12)	8740	0901	2	EWSR1/ERG	22	B
22	q	12	t(11;22)(p13;q12)	8534	0240	4	EWSR1/WT1	22	B
22	q	12	t(11;22)(q23;q12)	1107		2		22	B
22	q	12	t(11;22)(q24;q12)	5230	0240	4		22	B
22	q	12	t(11;22)(q24;q12)	5230	0902	6		22	B
22	q	12	t(11;22)(q24;q12)	8740	0107	2	EWSR1/FLI1	22	B
22	q	12	t(11;22)(q24;q12)	8740	0140	7		22	B
22	q	12	t(11;22)(q24;q12)	8740	0218	2	EWSR1/FLI1	22	B
22	q	12	t(11;22)(q24;q12)	8740	0240	2		22	B
22	q	12	t(11;22)(q24;q12)	8740	0301	6	EWSR1/FLI1	22	B
22	q	12	t(11;22)(q24;q12)	8740	0801	2	EWSR1/FLI1	22	B
22	q	12	t(11;22)(q24;q12)	8740	0901	229	EWSR1/FLI1,EWSR1+	22	B
22	q	12	t(11;22)(q24;q12)	8740	0902	26	EWSR1/FLI1,EWSR1+	22	B
22	q	12	t(11;22)(q24;q12)	8740	1410	6	EWSR1/FLI1,EWSR1+	22	B
22	q	12	t(12;22)(p13;q12)	1020		3		22	B
22	q	12	t(12;22)(p13;q12)	1101		2	ETV6+,MN1/ETV6	22	B
22	q	12	t(12;22)(p13;q12)	1104		2	MN1/ETV6	22	B
22	q	12	t(12;22)(p13;q12)	1107		2	MN1/ETV6	22	B
22	q	12	t(12;22)(q13;q12)	8531	0225	3	EWSR1/ATF1	22	B
22	q	12	t(12;22)(q13;q12)	8531	0902	10	EWSR1/ATF1	22	B
22	q	12	t(1;22)(q23;q12)	8519	0902	2	EWSR1/PBX1	22	B
22	q	12	t(2;11;22)(q11;q24;q12)	8740	0901	2		22	B
22	q	12	t(2;22)(q33;q12)	8506	0902	3	EWSR1/CREB1	22	B
22	q	12	t(7;22)(p22;q12)	8740	0901	3		22	B
22	q	12	t(8;22)(q23;q12)	1822		2		22	B
22	q	12	t(8;22)(q24;q12)	1822		3		22	B
22	q	12	t(9;22)(q22;q12)	8625	0902	12		22	B
22	q	12	t(9;22)(q32;q12)	1202		2		22	B
22	q	12	t(9;22)(q34;q12)	1202		4		22	B
22	q	12	t(9;22)(q34;q12)	1602		3		22	B
22	q	13	add(22)(q13)	1101		10		22	U
22	q	13	add(22)(q13)	1102		2		22	U
22	q	13	add(22)(q13)	1103		4		22	U
22	q	13	add(22)(q13)	1104		2		22	U
22	q	13	add(22)(q13)	1112		4		22	U
22	q	13	add(22)(q13)	1113		4		22	U
22	q	13	add(22)(q13)	1202		2		22	U
22	q	13	add(22)(q13)	1501		4		22	U
22	q	13	add(22)(q13)	1519		2		22	U
22	q	13	add(22)(q13)	1602		16		22	U
22	q	13	add(22)(q13)	1702		15		22	U
22	q	13	add(22)(q13)	1708		2		22	U
22	q	13	add(22)(q13)	1801		2		22	U
22	q	13	add(22)(q13)	1802		8		22	U
22	q	13	add(22)(q13)	1808		5		22	U
22	q	13	add(22)(q13)	1810		9		22	U
22	q	13	add(22)(q13)	1820		12		22	U
22	q	13	add(22)(q13)	1845		3		22	U
22	q	13	add(22)(q13)	1906		3		22	U
22	q	13	add(22)(q13)	1908		2		22	U
22	q	13	add(22)(q13)	1922		2		22	U
22	q	13	add(22)(q13)	1926		2		22	U
22	q	13	add(22)(q13)	3111	0401	4		22	U
22	q	13	add(22)(q13)	3111	0501	4		22	U
22	q	13	add(22)(q13)	3111	0505	3		22	U
22	q	13	add(22)(q13)	3121	0212	2		22	U
22	q	13	add(22)(q13)	3902	0601	4		22	U
22	q	13	add(22)(q13)	5103	0801	2		22	U
22	q	13	add(22)(q13)	5104	0801	2		22	U
22	q	13	add(22)(q13)	5213	0703	3		22	U
22	q	13	add(22)(q13)	8135	0902	2		22	U
22	q	13	add(22)(q13)	8137	0902	2		22	U
22	q	13	add(22)(q13)	8304	0505	2		22	U
22	q	13	add(22)(q13)	8310	0902	4		22	U
22	q	13	add(22)(q13)	8516	0902	4		22	U
22	q	13	add(22)(q13)	8522	0902	7		22	U
22	q	13	add(22)(q13)	8541	0902	2		22	U
22	q	13	add(22)(q13)	8622	0901	2		22	U
22	q	13	add(22)(q13)	8710	0901	4		22	U
22	q	13	add(22)(q13)	8734	0901	3		22	U
22	q	13	add(22)(q13)	8804	0801	4		22	U
22	q	13	del(22)(q13)	1602		9	BCR+	22	U
22	q	13	del(22)(q13)	1702		9		22	U
22	q	13	del(22)(q13)	1802		2		22	U
22	q	13	del(22)(q13)	1818		2		22	U
22	q	13	del(22)(q13)	1820		2		22	U
22	q	13	del(22)(q13)	3111	0216	2		22	U
22	q	13	del(22)(q13)	3121	0105	5		22	U
22	q	13	del(22)(q13)	3121	0203	2		22	U
22	q	13	del(22)(q13)	3121	0208	5		22	U
22	q	13	del(22)(q13)	5104	0801	2		22	U
22	q	13	del(22)(q13)	5107	0801	4		22	U
22	q	13	del(22)(q13)	5213	0703	2		22	U
22	q	13	del(22)(q13)	8516	0902	2		22	U
22	q	13	del(22)(q13)	8704	0901	2		22	U
22	q	13	del(22)(q13)	8710	0901	2		22	U
22	q	13	del(22)(q13)	8804	0801	3		22	U
22	q	13	der(1)t(1;22)(p13;q13)	1113		9		22	U
22	q	13	der(22)t(1;22)(q12;q13)	1702		3		22	U
22	q	13	der(22)t(1;22)(q21;q13)	1820		3		22	U
22	q	13	der(22)t(17;22)(q21;q13)	8128	0902	2		22	U
22	q	13	der(22)t(17;22)(q22;q13)	8128	0902	4		22	U
22	q	13	der(22)t(3;22)(p21;q13)	1906		2		22	U
22	q	13	der(22)t(3;22)(q12;q13)	1702		2		22	U
22	q	13	dic(19;22)(q13;q13)	8399	0107	2		22	U
22	q	13	dic(21;22)(p11;q13)	8304	0505	2		22	U
22	q	13	t(10;22)(q25;q13)	1202		2		22	B
22	q	13	t(11;22)(q23;q13)	1101		2	KMT2A/EP300	22	B
22	q	13	t(11;22)(q24;q13)	8740	0901	2		22	B
22	q	13	t(12;22)(p13;q13)	1101		2	ETV6+	22	B
22	q	13	t(12;22)(p13;q13)	1602		3	EP300/ZNF384,LPAR5/EP300	22	B
22	q	13	t(12;22)(q13;q13)	8531	0902	6		22	B
22	q	13	t(1;22)(p13;q13)	1113		43	RBM15/MKL1	22	B
22	q	13	t(13;22)(q14;q13)	1802		2		22	B
22	q	13	t(21;22)(q11;q13)	1104		2		22	B
22	q	13	t(22;22)(q11;q13)	1203		5		22	B
22	q	13	t(22;22)(q13;q11)	1203		2		22	B
22	q	13	t(3;22)(q27;q13)	1101		2		22	B
22	q	13	t(8;22)(p11;q13)	1108		2	KAT6A/EP300	22	B
22	q	13	t(8;22)(q24;q13)	1702		3		22	B
22	q	13	t(9;22;22)(q34;q11;q13)	1203		4	BCR/ABL1	22	B
22	q	13	tas(12;22)(p13;q13)	8734	0901	3		22	B
22	q	13	tas(19;22)(q13;q13)	8734	0901	3		22	B
2	p	10	i(2)(p10)	1802		2		2	U
2	p	10	i(2)(p10)	2005		3		2	U
2	p	10	i(2)(p10)	3111	0301	2		2	U
2	p	10	i(2)(p10)	3111	0401	2		2	U
2	p	10	i(2)(p10)	3121	0107	4		2	U
2	p	11	add(2)(p11)	1020		2		2	U
2	p	11	add(2)(p11)	1101		2		2	U
2	p	11	add(2)(p11)	1602		7		2	U
2	p	11	add(2)(p11)	1702		3		2	U
2	p	11	add(2)(p11)	1801		3		2	U
2	p	11	add(2)(p11)	1810		3		2	U
2	p	11	add(2)(p11)	1820		5		2	U
2	p	11	add(2)(p11)	1922		2		2	U
2	p	11	add(2)(p11)	3121	0203	2		2	U
2	p	11	add(2)(p11)	3121	0208	2		2	U
2	p	11	add(2)(p11)	3903	0601	2		2	U
2	p	11	add(2)(p11)	5104	0801	3		2	U
2	p	11	add(2)(p11)	8310	0902	2		2	U
2	p	11	del(2)(p11)	1101		2		2	U
2	p	11	del(2)(p11)	1501		2		2	U
2	p	11	del(2)(p11)	1602		6		2	U
2	p	11	del(2)(p11)	1702		4		2	U
2	p	11	del(2)(p11)	1810		2		2	U
2	p	11	del(2)(p11)	1820		5		2	U
2	p	11	del(2)(p11)	1822		2		2	U
2	p	11	del(2)(p11)	3111	0301	2		2	U
2	p	11	del(2)(p11)	3111	0401	2		2	U
2	p	11	del(2)(p11)	5104	0801	4		2	U
2	p	11	del(2)(p11)	5105	0806	2		2	U
2	p	11	del(2)(p11)	6011	1101	3		2	U
2	p	11	del(2)(p11)	8310	0902	3		2	U
2	p	11	del(2)(p11)	8599	0902	2		2	U
2	p	11	del(2)(p11)	8710	0901	3		2	U
2	p	11	del(2)(p11)	8804	0801	2		2	U
2	p	11	der(18)t(2;18)(p11;p11)	1802		5		2	U
2	p	11	der(1)t(1;2)(p11;p11)	3107	0505	2		2	U
2	p	11	der(1)t(1;2)(p34;p11)	1810		2		2	U
2	p	11	der(2)t(2;8)(p11;q13)	8710	0901	2		2	U
2	p	11	der(Y)t(Y;2)(q12;p11)	1702		2		2	U
2	p	11	dup(2)(p11p25)	1820		2		2	U
2	p	11	inv(2)(p11q13)	1602		3		2	B
2	p	11	t(2;11)(p11;q13)	1801		3	IGK/CCND1	2	B
2	p	11	t(2;12)(p11;p12)	1602		2		2	B
2	p	11	t(2;12)(p11;p13)	1602		2	IGK/ETV6	2	B
2	p	11	t(2;14)(p11;q11)	1602		3		2	B
2	p	11	t(2;14)(p11;q32)	1602		12		2	B
2	p	11	t(2;14)(p11;q32)	1802		2		2	B
2	p	11	t(2;16)(p11;p11)	1602		6		2	B
2	p	11	t(2;18)(p11;q21)	1801		2		2	B
2	p	11	t(2;18)(p11;q21)	1810		8	IGK/BCL2,IGK/KDSR	2	B
2	p	11	t(2;18)(p11;q21)	1820		2	IGK/BCL2	2	B
2	p	11	t(2;22)(p11;q11)	1602		2		2	B
2	p	11	t(2;3)(p11;q27)	1801		2	IGK/BCL6	2	B
2	p	11	t(2;3)(p11;q27)	1810		4	BCL6+,IGK/BCL6	2	B
2	p	11	t(2;3)(p11;q27)	1820		3		2	B
2	p	11	t(2;7)(p11;q21)	1816		8	IGK/CDK6	2	B
2	p	11	t(2;7)(p11;q22)	1801		5		2	B
2	p	11	t(2;7)(p11;q22)	1802		2		2	B
2	p	11	t(2;7)(p11;q22)	1816		2		2	B
2	p	11	t(2;8)(p11;q24)	1702		4		2	B
2	p	11	t(2;8)(p11;q24)	1801		8	MYC+	2	B
2	p	11	t(2;8)(p11;q24)	1820		2	IGK/MYC	2	B
2	p	11	t(2;8)(p11;q24)	1822		10	IGK/MYC,IGK/PVT1	2	B
2	p	11	t(2;9;22)(p11;q34;q11)	1203		3		2	B
2	p	12	add(2)(p12)	1602		3		2	U
2	p	12	add(2)(p12)	1820		2		2	U
2	p	12	del(2)(p12)	1602		3		2	U
2	p	12	del(2)(p12)	1702		3		2	U
2	p	12	del(2)(p12)	1802		3		2	U
2	p	12	del(2)(p12)	1810		4		2	U
2	p	12	del(2)(p12)	1822		3		2	U
2	p	12	del(2)(p12)	3111	0401	2		2	U
2	p	12	del(2)(p12)	8137	0902	2		2	U
2	p	12	del(2)(p12)	8810	0109	2		2	U
2	p	12	t(2;14)(p12;q32)	1702		2		2	B
2	p	12	t(2;14)(p12;q32)	1802		4		2	B
2	p	12	t(2;18)(p12;q21)	1802		6	BCL2+	2	B
2	p	12	t(2;19)(p12;q13)	1801		2		2	B
2	p	12	t(2;22)(p12;q11)	1810		2		2	B
2	p	12	t(2;3)(p12;q27)	1810		3		2	B
2	p	12	t(2;3)(p12;q27)	1820		3	BCL6+	2	B
2	p	12	t(2;3)(p12;q27)	1822		4	BCL6+	2	B
2	p	12	t(2;7)(p12;p22)	1113		2		2	B
2	p	12	t(2;7)(p12;q21)	1802		2		2	B
2	p	12	t(2;8)(p12;q23)	1822		2		2	B
2	p	12	t(2;8)(p12;q24)	1602		3		2	B
2	p	12	t(2;8)(p12;q24)	1702		6		2	B
2	p	12	t(2;8)(p12;q24)	1801		4		2	B
2	p	12	t(2;8)(p12;q24)	1802		4		2	B
2	p	12	t(2;8)(p12;q24)	1804		4		2	B
2	p	12	t(2;8)(p12;q24)	1808		5		2	B
2	p	12	t(2;8)(p12;q24)	1810		8		2	B
2	p	12	t(2;8)(p12;q24)	1818		2		2	B
2	p	12	t(2;8)(p12;q24)	1820		6	MYC+	2	B
2	p	12	t(2;8)(p12;q24)	1822		22	MYC+	2	B
2	p	12	t(2;9)(p12;p13)	1602		2		2	B
2	p	12	t(2;9)(p12;p23)	1602		2		2	B
2	p	13	add(2)(p13)	1101		4		2	U
2	p	13	add(2)(p13)	1202		2		2	U
2	p	13	add(2)(p13)	1602		3		2	U
2	p	13	add(2)(p13)	1802		2		2	U
2	p	13	add(2)(p13)	1810		3		2	U
2	p	13	add(2)(p13)	1820		6		2	U
2	p	13	add(2)(p13)	1908		2		2	U
2	p	13	add(2)(p13)	3903	0601	2		2	U
2	p	13	add(2)(p13)	5104	0801	2		2	U
2	p	13	del(2)(p13)	1103		4		2	U
2	p	13	del(2)(p13)	1203		2		2	U
2	p	13	del(2)(p13)	1602		3		2	U
2	p	13	del(2)(p13)	1702		3		2	U
2	p	13	del(2)(p13)	1820		3		2	U
2	p	13	del(2)(p13)	1822		2		2	U
2	p	13	del(2)(p13)	3111	0501	5		2	U
2	p	13	del(2)(p13)	3121	0212	2		2	U
2	p	13	del(2)(p13)	8541	0902	2		2	U
2	p	13	del(2)(p13p23)	1602		2		2	U
2	p	13	der(22)t(2;22)(p13;q11)	1203		2		2	U
2	p	13	der(3)t(2;3)(p13;q27)	1820		2		2	U
2	p	13	inv(2)(p13p23)	5213	0902	2		2	B
2	p	13	t(2;12)(p13;p13)	1101		3		2	B
2	p	13	t(2;14;19)(p13;q32;q13)	1802		2		2	B
2	p	13	t(2;14)(p13;q32)	1202		3		2	B
2	p	13	t(2;14)(p13;q32)	1602		8	IGH+	2	B
2	p	13	t(2;14)(p13;q32)	1802		15	IGH+	2	B
2	p	13	t(2;19)(p13;q13)	9049	0704	2		2	B
2	p	13	t(2;3)(p13;q26)	1202		2		2	B
2	p	13	t(2;3)(p13;q28)	1104		2		2	B
2	p	13	t(2;8)(p13;q24)	1822		5		2	B
2	p	13	t(2;9;22)(p13;q34;q11)	1203		8	BCR/ABL1	2	B
2	p	13	t(2;9;22)(p13;q34;q11)	1602		2		2	B
2	p	14	add(2)(p14)	1602		2		2	U
2	p	14	del(2)(p14)	1509		2		2	U
2	p	14	del(2)(p14)	1820		2	RAB1A/XPO1	2	U
2	p	15	del(2)(p15)	8541	0902	2		2	U
2	p	15	del(2)(p15p23)	1602		2		2	U
2	p	15	t(2;3)(p15;q26)	1101		2		2	B
2	p	15	t(2;8)(p15;q24)	1820		2		2	B
2	p	16	del(2)(p16)	1602		4		2	U
2	p	16	del(2)(p16)	1702		2		2	U
2	p	16	del(2)(p16)	8037	0902	2		2	U
2	p	16	del(2)(p16)	8541	0902	2		2	U
2	p	16	del(2)(p16p22)	3111	0227	2		2	U
2	p	16	dup(2)(p16p21)	1820		2		2	U
2	p	16	t(2;14)(p16;q32)	1802		6	IGH/BCL11A	2	B
2	p	16	t(2;3)(p16;q26)	1101		2		2	B
2	p	21	add(2)(p21)	1101		2		2	U
2	p	21	add(2)(p21)	1602		3		2	U
2	p	21	add(2)(p21)	1702		2		2	U
2	p	21	add(2)(p21)	1810		3		2	U
2	p	21	add(2)(p21)	1820		5		2	U
2	p	21	add(2)(p21)	3121	0107	2		2	U
2	p	21	add(2)(p21)	3121	0203	2		2	U
2	p	21	del(2)(p21)	1101		3		2	U
2	p	21	del(2)(p21)	1104		3		2	U
2	p	21	del(2)(p21)	1202		3		2	U
2	p	21	del(2)(p21)	1602		7		2	U
2	p	21	del(2)(p21)	1801		3		2	U
2	p	21	del(2)(p21)	1802		2		2	U
2	p	21	del(2)(p21)	1810		2		2	U
2	p	21	del(2)(p21)	1820		3		2	U
2	p	21	del(2)(p21)	1906		4		2	U
2	p	21	del(2)(p21)	3111	0301	2		2	U
2	p	21	del(2)(p21)	3111	0401	5		2	U
2	p	21	del(2)(p21)	3111	0501	3		2	U
2	p	21	del(2)(p21)	5213	0703	2		2	U
2	p	21	del(2)(p21)	6011	1101	2		2	U
2	p	21	del(2)(p21p25)	1602		2		2	U
2	p	21	der(1)t(1;2)(p35;p21)	3003	0210	2		2	U
2	p	21	der(1)t(1;2)(p36;p21)	1808		2		2	U
