Distance	DGR_ID
1905	SRR413760_C563010
360	SRR413760_C569300
342	SRR413770_scaffold27026
614	SRR413570_C588701
261	SRR413572_C822779
224	SRR413576_scaffold31470
721	SRR413579_scaffold52531
678	SRR413582_C673676
332	SRR413592_scaffold7781
603	SRR413594_C524096
632	SRR413606_C692623
266	SRR413613_C925995
1127	SRR413619_C794131
18516	SRR413620_C591516
285	SRR413620_C591516
1172	SRR5935768_C773205
229	SRR5935799_C703925
297	SRR5935804_C793289
207	SRR5935859_C648826
771	SRR5935877_C605526
746	SRR5935889_C597747
1111	SRR5935915_C409390
509	SRR5935915_C409390
262	SRR5935922_C440817
710	SRR5935962_C430815
269	SRR5935988_C437831
614	SRR5935993_C425872
314	SRR5936013_C762465
144	SRR5936018_C321578
666	SRR5936079_C368509
570	SRR5936095_C831625
1983	SRR5936099_C858860
398	SRR5936104_C538381
732	SRR5936118_C519795
1891	SRR5936143_C690042
1110	SRR5936192_C287733
508	SRR5936192_C287733
1113	SRR5946628_C474114
508	SRR5946628_C474114
517	SRR5946640_C439629
312	SRR5946645_C421206
661	SRR5946682_C667378
203	SRR5946690_C480818
287	SRR5946690_C482896
1668	SRR5946692_C822607
1861	SRR5946714_C326787
535	SRR5946820_C486545
272	SRR5946832_C698192
268	SRR5946844_C262175
238	SRR5946876_C1242747
1481	SRR5946930_C1000536
1481	SRR5946930_C1000536
211	SRR5946948_C425137
656	SRR5946961_C414466
679	SRR5946966_C620206
207	SRR5946996_C171483
664	SRR5947064_C269332
320	SRR5947064_C269808
621	SRR5947071_C475142
382	SRR5947083_C91996
248	SRR5947086_C556606
597	SRR5947095_C633555
653	SRR5950506_C373521
2071	SRR5950556_C394045
591	SRR5950558_C214827
203	SRR5950609_C666592
220	SRR5950611_C808649
1810	SRR5950618_C477200
250	SRR5950680_C551889
656	SRR5950703_C351676
8830	SRR5950734_C373719
